condition,variant,method,k,profile_id,name,gender,birth_year,cultural_background,hometown,life_events,rank,song,artist,year,relevance_reason,biographical_precision_1_5,cultural_appropriateness_1_5,notes
C_dense_k10,C,dense,10,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,10,That's Rock 'N' Roll,Shaun Cassidy,1977,"Although outside the reminiscence bump, the rock 'n' roll theme might resonate with James's love for music from his younger years.",,,
C_dense_k10,C,dense,10,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,1,Keep On Truckin' (Part 1),Eddie Kendricks,1973,"This song aligns with Robert's career as a truck driver, which began in 1971. The upbeat and motivational theme of the song resonates with the perseverance he demonstrated in his life.",,,
C_dense_k10,C,dense,10,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,2,Little Green Apples,O.C. Smith,1968,"Released during Robert's transition from mining to trucking, this song's themes of appreciation and everyday beauty might evoke memories of overcoming challenges and finding new paths.",,,
C_dense_k10,C,dense,10,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,3,Wedding Bell Blues,The 5th Dimension,1969,This song was popular around the time Robert was adapting to life after his mining injury. Its soulful sound and themes of love and longing could connect to personal relationships during that period.,,,
C_dense_k10,C,dense,10,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,4,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,"As a song from Robert's late teenage years, it may bring back memories of youthful romance and social gatherings in his hometown.",,,
C_dense_k10,C,dense,10,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,5,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,1969,Johnny Cash's music is deeply rooted in American culture and might resonate with Robert's Appalachian background. This song's themes of acceptance could relate to his life changes.,,,
C_dense_k10,C,dense,10,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,6,North To Alaska,Johnny Horton,1961,This song's adventurous spirit and storytelling could remind Robert of the adventurous spirit required in his trucking career and his move to purchase his first home.,,,
C_dense_k10,C,dense,10,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,7,The Wedding,June Valli,1960,"This song might evoke memories of weddings and significant family events during Robert's young adulthood, a time filled with social and familial milestones.",,,
C_dense_k10,C,dense,10,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,8,Big Bopper's Wedding,Big Bopper,1959,This playful song could bring back memories of fun and light-hearted moments from Robert's youth in the late 1950s.,,,
C_dense_k10,C,dense,10,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,9,Caribbean,Mitchell Torok,1959,The upbeat and tropical feel of this song might remind Robert of vacations or escapism during his early adulthood.,,,
C_dense_k10,C,dense,10,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,10,Sweet Little Rock And Roller,Chuck Berry,1977,"Although released later, Chuck Berry's music was influential during Robert's youth, and this song could evoke memories of the rock and roll era.",,,
C_dense_k10,C,dense,10,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,1,Manhattan Spiritual,Reg Owen & His Orchestra,1958,"This instrumental hit was popular during Pauline's early years in New York City, where she settled in 1957. It reflects the vibrant atmosphere of Manhattan, connecting to her work and life in the city.",,,
C_dense_k10,C,dense,10,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,2,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,This song was a hit shortly after Pauline met her husband through the local Haitian community in 1964. It may evoke memories of their courtship and early married life.,,,
C_dense_k10,C,dense,10,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,3,"Woman, Woman",The Union Gap Featuring Gary Puckett,1968,"Released the same year Pauline gave birth to her twin daughters, this song's themes of love and relationships may resonate with her experiences as a young mother.",,,
C_dense_k10,C,dense,10,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,4,She's A Woman,The Beatles,1965,"The Beatles were immensely popular during the 1960s, and this song may remind Pauline of the cultural shifts and music she enjoyed during her time in New York.",,,
C_dense_k10,C,dense,10,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,5,Honky Tonk Women,The Rolling Stones,1969,"This song was a major hit in the late 1960s, a period when Pauline was raising her young family and advancing in her career, reflecting the dynamic era she lived through.",,,
C_dense_k10,C,dense,10,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,6,American Woman/No Sugar Tonight,The Guess Who,1970,The themes of independence and change in this song may resonate with Pauline's experiences as a working woman and supervisor in the 1970s.,,,
C_dense_k10,C,dense,10,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,7,Wedding Bell Blues,The 5th Dimension,1969,"This song's themes of love and commitment could remind Pauline of her own wedding and marriage, especially since it was a popular song during her early married years.",,,
C_dense_k10,C,dense,10,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,8,The Wedding,June Valli,1959,"This song may evoke memories of weddings and celebrations within Pauline's community, especially as she met her husband through the local Haitian community.",,,
C_dense_k10,C,dense,10,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,9,Sing Sing Sing,Bernie Lowe Orchestra,1958,"As an instrumental piece, this song captures the lively spirit of the late 1950s and early 1960s, a time when Pauline was adapting to life in New York.",,,
